 ,Label,Area,Mean,Min,Max,X,Y,XM,YM,Perim.,Major,Minor,Angle,IntDen,RawIntDen
131,pperpot_6K-2.tif:0131-0349,0.095809,28207.50613,16384,41615,2.200239,4.521903,2.200717,4.523255,1.173176,0.381435,0.319814,162.309229,2702.541595,16106486
132,pperpot_6K-2.tif:0132-0353,0.106884,23255.529042,14625,33317,6.530242,4.547183,6.531613,4.544884,1.28309,0.408137,0.333438,94.086842,2485.634359,14813772
133,pperpot_6K-2.tif:0133-0349,0.084567,21858.700397,10246,32548,8.704365,4.506596,8.705008,4.505946,1.12895,0.373422,0.288345,37.105909,1848.529822,11016785
134,pperpot_6K-2.tif:0134-0350,0.073493,22369.141553,12061,33691,9.247972,4.544949,9.249124,4.542754,1.063262,0.365838,0.25578,92.402109,1643.974269,9797684
135,pperpot_6K-2.tif:0135-0350,0.079533,22906.512658,14336,34816,7.040397,4.536662,7.040536,4.537072,1.0418,0.325533,0.311075,110.503232,1821.83443,10857687
136,pperpot_6K-2.tif:0136-0386,0.095977,22424.005245,11269,34185,8.143922,5.041229,8.143041,5.043154,1.273661,0.423137,0.2888,78.219044,2152.190959,12826531
137,pperpot_6K-2.tif:0137-0387,0.125509,23509.639037,10427,36864,11.942501,5.027051,11.941478,5.028236,1.342492,0.456862,0.349783,85.227065,2950.659845,17585210
138,pperpot_6K-2.tif:0138-0389,0.149503,28288.251403,13188,47096,1.130811,5.060187,1.134826,5.063449,1.467581,0.473015,0.402425,93.869628,4229.172451,25204832
139,pperpot_6K-2.tif:0139-0387,0.113427,25506.390533,11859,41306,11.375208,5.027744,11.374076,5.028608,1.301409,0.425106,0.339728,82.200852,2893.125601,17242320
140,pperpot_6K-2.tif:0140-0388,0.101011,25736.546512,13149,40712,4.915946,5.056519,4.916873,5.059232,1.243309,0.407719,0.31544,82.431902,2599.670757,15493401
141,pperpot_6K-2.tif:0141-0390,0.106884,23700.637363,12302,37164,5.989857,5.057248,5.989625,5.059967,1.238864,0.423553,0.321302,97.796419,2533.209133,15097306
142,pperpot_6K-2.tif:0142-0387,0.076513,22603.574561,11553,33767,6.503006,5.05415,6.503244,5.053671,1.133395,0.342935,0.284076,56.173764,1729.472077,10307230
143,pperpot_6K-2.tif:0143-0389,0.098158,22432.345299,8726,33721,7.050436,5.053853,7.049584,5.054695,1.206671,0.400029,0.312425,69.982062,2201.923036,13122922
144,pperpot_6K-2.tif:0144-0389,0.095474,22878.782074,12733,34151,7.600005,5.057689,7.602071,5.058204,1.205369,0.386566,0.314464,126.646924,2184.32248,13018027
145,pperpot_6K-2.tif:0145-0389,0.092621,22625.672101,13019,32768,9.215824,5.055064,9.216534,5.055921,1.168731,0.369565,0.319102,47.906577,2095.618164,12489371
146,pperpot_6K-2.tif:0146-0392,0.107555,26146.564743,11277,45654,4.374784,5.073765,4.378456,5.072294,1.257183,0.410662,0.333469,82.488902,2812.187376,16759948
147,pperpot_6K-2.tif:0147-0390,0.102185,23340.490969,12520,35111,9.767558,5.051265,9.767143,5.051938,1.235721,0.401424,0.324112,110.482873,2385.057575,14214359
148,pperpot_6K-2.tif:0148-0389,0.08742,23887.506718,12834,35914,10.286054,5.0586,10.285601,5.059243,1.113774,0.360619,0.308653,70.998867,2088.238666,12445391
149,pperpot_6K-2.tif:0149-0390,0.112589,27784.022355,13075,42992,2.738325,5.066897,2.737631,5.067093,1.290678,0.419555,0.341677,12.081941,3128.161938,18643079
150,pperpot_6K-2.tif:0150-0391,0.098997,27681.083051,16795,40454,2.235526,5.067877,2.235241,5.070398,1.194638,0.363846,0.346431,168.415574,2740.354055,16331839
151,pperpot_6K-2.tif:0151-0390,0.08054,24471.070833,13418,34786,5.449818,5.05274,5.450939,5.052601,1.095455,0.336963,0.304328,106.186389,1970.905489,11746114
152,pperpot_6K-2.tif:0152-0392,0.085574,23360.386275,11270,35045,10.82193,5.085605,10.824341,5.08692,1.12895,0.392671,0.277474,63.925721,1999.041377,11913797
153,pperpot_6K-2.tif:0153-0393,0.09195,26828.14781,14990,41534,3.309822,5.086999,3.309713,5.087241,1.136538,0.373645,0.313331,80.197514,2466.850534,14701825
154,pperpot_6K-2.tif:0154-0392,0.097655,26589.955326,15595,40268,3.820314,5.073305,3.819744,5.071888,1.176319,0.37033,0.335749,34.396013,2596.642612,15475354
155,pperpot_6K-2.tif:0155-0393,0.102857,29976.262643,16919,44614,1.679628,5.076415,1.679938,5.075872,1.209814,0.376362,0.347965,22.553394,3083.25573,18375449
156,pperpot_6K-2.tif:0156-0392,0.081044,21892.320911,11592,35944,8.677384,5.069376,8.676335,5.067274,1.082883,0.334394,0.308582,85.031526,1774.232474,10573991
157,pperpot_6K-2.tif:0157-0432,0.111078,29312.228097,16817,41932,1.652447,5.60875,1.652451,5.60986,1.356366,0.465962,0.303521,80.446141,3255.955109,19404695
158,pperpot_6K-2.tif:0158-0430,0.111917,24045.158921,14061,36594,11.394433,5.573183,11.395709,5.57302,1.272359,0.430098,0.331315,75.52474,2691.070486,16038121
159,pperpot_6K-2.tif:0159-0430,0.108562,25767.088099,12288,40854,4.339459,5.574983,4.339157,5.575068,1.258485,0.421654,0.327816,83.033719,2797.313946,16671306
160,pperpot_6K-2.tif:0160-0431,0.08893,23513.492453,11002,34554,5.980148,5.591276,5.981458,5.589282,1.158,0.398814,0.283914,62.485422,2091.050862,12462151
161,pperpot_6K-2.tif:0161-0431,0.109904,22181.847328,9100,36802,11.937385,5.588053,11.932982,5.589959,1.275502,0.384576,0.363865,44.725785,2437.870316,14529110
162,pperpot_6K-2.tif:0162-0434,0.156718,29376.728051,14719,45541,1.088881,5.625893,1.097651,5.624778,1.591369,0.512079,0.389665,3.69237,4603.857647,27437864
163,pperpot_6K-2.tif:0163-0431,0.094803,24195.961062,13041,39956,5.433105,5.583664,5.435149,5.583599,1.165588,0.36012,0.335184,106.720775,2293.838894,13670718
164,pperpot_6K-2.tif:0164-0432,0.092621,22890.039855,13177,33876,7.043585,5.597631,7.043057,5.597478,1.139681,0.379108,0.31107,101.538579,2120.104237,12635302
165,pperpot_6K-2.tif:0165-0432,0.088426,23634.442125,12625,34797,10.305043,5.600798,10.306677,5.599385,1.180764,0.394057,0.285715,94.694492,2089.909876,12455351
166,pperpot_6K-2.tif:0166-0433,0.096648,28794.168403,16994,44331,2.191249,5.61537,2.192211,5.614783,1.212957,0.391418,0.314386,112.376533,2782.906475,16585441
167,pperpot_6K-2.tif:0167-0432,0.080037,22384.748428,10240,32768,7.593294,5.585535,7.592155,5.584202,1.06196,0.335428,0.303809,92.910833,1791.604664,10677525
168,pperpot_6K-2.tif:0168-0430,0.038089,17470.088106,4635,28883,12.46782,5.593298,12.467049,5.595722,0.904678,0.319853,0.15162,54.212375,665.414928,3965710
169,pperpot_6K-2.tif:0169-0432,0.089769,27712.678505,16584,42787,2.735613,5.610265,2.736636,5.609296,1.121362,0.35124,0.325411,178.75046,2487.733607,14826283
170,pperpot_6K-2.tif:0170-0432,0.087755,27226.718929,16065,38510,3.271913,5.607647,3.271442,5.607539,1.106186,0.34664,0.322333,4.568107,2389.288454,14239574
171,pperpot_6K-2.tif:0171-0434,0.094131,25193.953654,14139,38720,4.902238,5.624076,4.901743,5.623785,1.158,0.378227,0.316878,90.37921,2371.541751,14133808
172,pperpot_6K-2.tif:0172-0438,0.099165,22047.113367,11196,34716,8.139146,5.639172,8.140666,5.636141,1.307156,0.457474,0.275996,88.278011,2186.30528,13029844
173,pperpot_6K-2.tif:0173-0433,0.091111,23219.677716,13185,34816,9.748361,5.601513,9.749284,5.60155,1.12895,0.359575,0.322621,60.808117,2115.570997,12608285
174,pperpot_6K-2.tif:0174-0432,0.084232,23516.316733,13075,35377,10.845478,5.607661,10.847271,5.607488,1.084724,0.337986,0.317312,124.864977,1980.818145,11805191
175,pperpot_6K-2.tif:0175-0434,0.074164,21871.443439,9574,34729,8.727965,5.615794,8.729754,5.617426,1.058817,0.325359,0.290229,88.908612,1622.076389,9667178
176,pperpot_6K-2.tif:0176-0437,0.102018,23090.110197,9192,38912,6.514632,5.657466,6.515334,5.656604,1.243309,0.412191,0.315128,89.584572,2355.597975,14038787
177,pperpot_6K-2.tif:0177-0434,0.079198,22753.966102,12707,32768,9.235652,5.627236,9.236247,5.626177,1.077136,0.339405,0.297102,103.998904,1802.066,10739872
178,pperpot_6K-2.tif:0178-0436,0.080708,26041.995842,13111,39842,3.807092,5.637542,3.808539,5.636614,1.066405,0.345503,0.297424,49.580592,2101.79778,12526200
179,pperpot_6K-2.tif:0179-0437,0.02735,22011.895706,8943,31248,0.666944,5.663801,0.665178,5.664596,0.628591,0.202478,0.171985,14.39798,602.027928,3587939
180,pperpot_6K-2.tif:0180-0473,0.113931,30883.497791,18171,43809,1.671407,6.143956,1.671251,6.145924,1.338047,0.435056,0.333431,96.581127,3518.583351,20969895
181,pperpot_6K-2.tif:0181-0472,0.105206,23921.76555,12552,39839,11.388911,6.117142,11.389192,6.115758,1.235721,0.408892,0.327597,93.241847,2516.705267,14998947
182,pperpot_6K-2.tif:0182-0472,0.109736,22719.571865,10012,36607,11.915737,6.120272,11.913484,6.12035,1.257183,0.414873,0.336779,86.331703,2493.156145,14858600
183,pperpot_6K-2.tif:0183-0471,0.092957,23272.99639,12547,36166,9.752973,6.108468,9.754866,6.107065,1.161143,0.366847,0.322632,43.525831,2163.384204,12893240
184,pperpot_6K-2.tif:0184-0474,0.098158,26425.22906,16579,44953,3.292515,6.145553,3.293486,6.145249,1.220545,0.401087,0.311601,93.207898,2593.858102,15458759
185,pperpot_6K-2.tif:0185-0472,0.078527,21854.940171,10963,36617,8.133998,6.133325,8.13453,6.134276,1.089169,0.353029,0.283216,83.12083,1716.1967,10228112
186,pperpot_6K-2.tif:0186-0473,0.092789,22890.415913,11017,39045,10.819383,6.13857,10.81848,6.137973,1.176319,0.383257,0.308259,95.595262,2123.9799,12658400
187,pperpot_6K-2.tif:0187-0477,0.137086,27061.50306,13624,42567,0.628909,6.167456,0.634158,6.169136,1.443515,0.42722,0.408556,93.785569,3709.757818,22109248
188,pperpot_6K-2.tif:0188-0475,0.109233,31224.044547,17136,48432,1.145048,6.161121,1.147003,6.162871,1.281788,0.380071,0.36593,113.387553,3410.685964,20326853
189,pperpot_6K-2.tif:0189-0474,0.102521,25427.389525,14127,42607,4.362804,6.145463,4.362138,6.146138,1.214259,0.37226,0.350653,96.103153,2606.841186,15536135
190,pperpot_6K-2.tif:0190-0473,0.084735,22729.322772,11933,34816,7.038128,6.142185,7.037586,6.14402,1.104345,0.376732,0.286379,81.530403,1925.96975,11478308
191,pperpot_6K-2.tif:0191-0473,0.09044,21888.324675,14336,36482,7.6029,6.13255,7.602561,6.13335,1.144126,0.363402,0.316872,84.977946,1979.579167,11797807
192,pperpot_6K-2.tif:0192-0473,0.08054,22524.677083,11349,36418,9.193583,6.124072,9.192815,6.126874,1.092312,0.353952,0.28972,68.544131,1814.142503,10811845
193,pperpot_6K-2.tif:0193-0475,0.087755,22629.470363,10543,36858,10.291697,6.131705,10.291047,6.129521,1.154857,0.376887,0.296464,86.006528,1985.8556,11835213
194,pperpot_6K-2.tif:0194-0475,0.113427,28254.007396,15017,42890,2.237059,6.155231,2.23583,6.154115,1.266073,0.387273,0.372916,102.390383,3204.780858,19099709
195,pperpot_6K-2.tif:0195-0475,0.09883,27365.139219,16384,38035,2.742252,6.143866,2.741595,6.142526,1.173176,0.378442,0.332504,62.980775,2704.484796,16118067
196,pperpot_6K-2.tif:0196-0474,0.096145,24846.022688,14356,36994,4.904105,6.141602,4.904793,6.141718,1.162445,0.369446,0.331349,72.181193,2388.818132,14236771
197,pperpot_6K-2.tif:0197-0475,0.099501,24202.408094,12365,37832,5.445532,6.164198,5.447244,6.163223,1.217402,0.386247,0.327998,79.40832,2408.15735,14352028
198,pperpot_6K-2.tif:0198-0475,0.093628,24123.33871,11979,38005,5.983593,6.154867,5.983939,6.155158,1.18705,0.371428,0.320952,97.243766,2258.620165,13460823
199,pperpot_6K-2.tif:0199-0476,0.091615,23263.59707,13853,34816,6.512649,6.155242,6.51223,6.155213,1.159302,0.38809,0.300568,75.572296,2131.282885,12701924
200,pperpot_6K-2.tif:0200-0476,0.095977,26244.188811,16458,37758,3.816968,6.156019,3.81758,6.156963,1.154857,0.366556,0.333379,134.356823,2518.841093,15011676
201,pperpot_6K-2.tif:0201-0476,0.085238,22416.692913,10898,34807,8.675197,6.160135,8.676131,6.158388,1.124505,0.356618,0.304329,100.516739,1910.763084,11387680
202,pperpot_6K-2.tif:0202-0475,0.031881,18053.568421,6791,25122,12.472546,6.150644,12.472334,6.150874,0.669674,0.235953,0.172032,109.796011,575.556873,3430178
203,pperpot_6K-2.tif:0203-0513,0.078023,22017.845161,10476,34254,8.681423,6.685448,8.680297,6.686535,1.25404,0.400652,0.247952,90.562673,1717.90583,10238298
204,pperpot_6K-2.tif:0204-0513,0.117958,23324.613087,14336,37330,11.383226,6.656448,11.382855,6.655777,1.327316,0.445019,0.337488,85.496228,2751.32162,16397203
205,pperpot_6K-2.tif:0205-0515,0.16645,29623.180444,14336,50199,0.600717,6.693374,0.607166,6.694199,1.588226,0.465107,0.45566,177.977597,4930.772256,29386195
206,pperpot_6K-2.tif:0206-0514,0.100004,23088.755034,6855,32983,9.723767,6.676009,9.722696,6.677227,1.301409,0.436946,0.291407,105.333501,2308.970388,13760898
207,pperpot_6K-2.tif:0207-0514,0.103528,20481.251216,9757,33852,11.939385,6.654121,11.938164,6.654278,1.272359,0.428902,0.307333,96.825942,2120.377739,12636932
208,pperpot_6K-2.tif:0208-0517,0.106212,22898.025276,13928,35123,7.054264,6.68244,7.054345,6.683118,1.322871,0.44769,0.30207,93.789454,2432.054641,14494450
209,pperpot_6K-2.tif:0209-0513,0.086581,22476.563953,10648,35917,10.284169,6.66079,10.285342,6.661005,1.12895,0.388269,0.283922,79.524178,1946.037521,11597907
210,pperpot_6K-2.tif:0210-0518,0.110407,25040.197568,13952,38051,4.339665,6.690423,4.339086,6.688338,1.379129,0.447691,0.313999,87.422954,2764.618643,16476450
211,pperpot_6K-2.tif:0211-0516,0.097991,22572.791096,11584,34672,8.147349,6.680925,8.147726,6.680818,1.191495,0.389395,0.320409,80.620917,2211.921433,13182510
212,pperpot_6K-2.tif:0212-0516,0.124502,31573.504043,18432,49380,1.120073,6.689083,1.120184,6.688021,1.351921,0.426628,0.371566,5.72248,3930.95684,23427540
213,pperpot_6K-2.tif:0213-0516,0.082554,23662.445122,12288,38085,5.959092,6.695228,5.958523,6.695578,1.106186,0.372478,0.282193,83.942177,1953.423059,11641923
214,pperpot_6K-2.tif:0214-0517,0.101514,26957.168595,10722,41996,3.260386,6.682626,3.262292,6.683232,1.212957,0.371447,0.347969,81.868139,2736.536448,16309087
215,pperpot_6K-2.tif:0215-0517,0.098326,25621.704778,14780,40059,3.797486,6.695303,3.797268,6.695989,1.243309,0.37946,0.329923,60.669531,2519.284568,15014319
216,pperpot_6K-2.tif:0216-0516,0.099669,24131.375421,12585,40421,4.883673,6.695456,4.884178,6.695413,1.183907,0.370441,0.342569,110.480024,2405.138602,14334037
217,pperpot_6K-2.tif:0217-0516,0.090608,25077.914815,13714,38912,5.428555,6.682162,5.430691,6.683372,1.136538,0.344771,0.334614,96.665727,2272.253443,13542074
218,pperpot_6K-2.tif:0218-0517,0.096145,23843.443281,12221,34926,6.502558,6.692497,6.504196,6.69432,1.180764,0.38612,0.31704,79.713239,2292.425245,13662293
219,pperpot_6K-2.tif:0219-0517,0.094803,28526.366372,15048,43008,2.206318,6.701444,2.20606,6.701661,1.174478,0.357738,0.337415,111.108013,2704.372375,16117397
220,pperpot_6K-2.tif:0220-0517,0.091615,26309.849817,12915,36375,2.737854,6.705503,2.737114,6.705876,1.168731,0.379389,0.30746,55.496441,2410.363816,14365178
221,pperpot_6K-2.tif:0221-0518,0.092453,22863.130672,12534,35755,7.605362,6.712326,7.603939,6.712179,1.165588,0.374756,0.314112,96.045398,2113.775622,12597585
222,pperpot_6K-2.tif:0222-0516,0.07903,22758.348195,13554,35246,9.22263,6.677976,9.22333,6.679334,1.07085,0.335393,0.300019,104.439404,1798.594381,10719182
223,pperpot_6K-2.tif:0223-0517,0.093964,23129.964286,10919,35003,10.813849,6.695435,10.814529,6.693999,1.147269,0.364643,0.328097,115.042992,2173.374547,12952780
224,pperpot_6K-2.tif:0224-0518,0.106212,30072.581359,19206,50656,1.643524,6.703006,1.643279,6.703608,1.267914,0.414652,0.326138,170.880121,3194.081593,19035944
225,pperpot_6K-2.tif:0225-0520,0.027182,17006.697531,8971,25161,12.527035,6.739637,12.52457,6.737848,0.878771,0.363608,0.095184,115.386949,462.281581,2755085
226,pperpot_6K-2.tif:0226-0553,0.111414,23221.024096,12887,32659,9.208954,7.182069,9.207525,7.182641,1.3697,0.475497,0.298333,90.133895,2587.146584,15418760
227,pperpot_6K-2.tif:0227-0555,0.089433,22937.746717,11669,35019,7.066696,7.213777,7.06773,7.212516,1.214259,0.429846,0.264908,80.367535,2051.396213,12225819
228,pperpot_6K-2.tif:0228-0557,0.104702,26180.020833,13818,42682,2.760208,7.232992,2.761251,7.234282,1.301409,0.417281,0.319475,91.598098,2741.108113,16336333
229,pperpot_6K-2.tif:0229-0557,0.108394,24928.020124,9937,38781,4.344743,7.232342,4.344778,7.232092,1.293821,0.425477,0.324368,96.222196,2702.040735,16103501
230,pperpot_6K-2.tif:0230-0554,0.083393,22256.022133,11095,36074,8.663011,7.180139,8.663715,7.180723,1.098598,0.366845,0.289438,82.609246,1855.989525,11061243
231,pperpot_6K-2.tif:0231-0560,0.148664,30163.17833,14330,49203,0.588739,7.247914,0.594709,7.246802,1.473867,0.455949,0.415145,92.71999,4484.173534,26724576
232,pperpot_6K-2.tif:0232-0553,0.0745,19653.628378,10515,31933,11.928124,7.172016,11.925404,7.171619,1.020338,0.326326,0.290679,58.332116,1464.189532,8726211
233,pperpot_6K-2.tif:0233-0556,0.092118,25029.15847,15556,38848,3.264685,7.208034,3.265324,7.208436,1.164286,0.346787,0.338213,112.917537,2305.633003,13741008
234,pperpot_6K-2.tif:0234-0558,0.103863,25646.778675,13827,39900,3.822286,7.215988,3.821223,7.214824,1.238864,0.391541,0.33775,62.23885,2663.7598,15875356
235,pperpot_6K-2.tif:0235-0557,0.092286,23045.781818,12523,34313,10.821674,7.217856,10.822307,7.219174,1.151714,0.377293,0.311434,80.506411,2126.795452,12675180
236,pperpot_6K-2.tif:0236-0557,0.117287,24269.160229,11247,39327,11.375779,7.218719,11.372911,7.218691,1.276804,0.403219,0.370355,25.015527,2846.44969,16964143
237,pperpot_6K-2.tif:0237-0558,0.105038,30724.166134,16490,45699,1.693448,7.229728,1.692536,7.231695,1.212957,0.375101,0.35654,53.017283,3227.201075,19233328
238,pperpot_6K-2.tif:0238-0558,0.093292,22597.255396,9077,35657,7.599348,7.224606,7.598862,7.224721,1.159302,0.386244,0.307535,104.291789,2108.15274,12564074
239,pperpot_6K-2.tif:0239-0558,0.080037,23120.301887,10593,36150,10.263635,7.226985,10.264107,7.225566,1.107488,0.386879,0.263405,105.960056,1850.476043,11028384
240,pperpot_6K-2.tif:0240-0558,0.095977,24234.645105,13718,36864,5.43486,7.222437,5.435635,7.222096,1.194638,0.368533,0.33159,114.32473,2325.970919,13862217
241,pperpot_6K-2.tif:0241-0559,0.093964,24326.094643,12152,38248,6.510525,7.240383,6.510366,7.238788,1.188352,0.38656,0.309494,118.969924,2285.767253,13622613
242,pperpot_6K-2.tif:0242-0560,0.077017,22148.176471,11792,35649,8.118899,7.243087,8.118017,7.242131,1.132093,0.38362,0.255619,83.407155,1705.776976,10166013
243,pperpot_6K-2.tif:0243-0559,0.106716,32725.66195,20480,51369,1.154854,7.23687,1.154068,7.235685,1.221847,0.380766,0.356846,7.705251,3492.345024,20813521
244,pperpot_6K-2.tif:0244-0558,0.081547,24345.292181,14597,36545,4.895448,7.228644,4.895992,7.227108,1.067707,0.347129,0.299108,103.655336,1985.284939,11831812
245,pperpot_6K-2.tif:0245-0560,0.098326,23851.610922,12245,37426,5.969313,7.253695,5.971423,7.253293,1.19594,0.382214,0.327546,110.081224,2345.237986,13977044
246,pperpot_6K-2.tif:0246-0556,0.076681,24009.459519,13448,36864,9.755954,7.196157,9.756019,7.194973,1.07085,0.375862,0.259759,0.345759,1841.069449,10972323
247,pperpot_6K-2.tif:0247-0560,0.088762,27584.457467,16653,46788,2.232635,7.249102,2.232055,7.248808,1.107488,0.339276,0.333107,52.200867,2448.45263,14592178
248,pperpot_6K-2.tif:0248-0600,0.164772,31051.011202,14336,53296,0.565494,7.781653,0.570173,7.782232,1.540857,0.493104,0.425456,110.608624,5116.333237,30492093
249,pperpot_6K-2.tif:0249-0598,0.091279,24028.003676,12785,36606,8.694439,7.751693,8.693667,7.748777,1.25404,0.42713,0.272095,111.307813,2193.250196,13071234
250,pperpot_6K-2.tif:0250-0599,0.107387,24061.853125,12560,39726,9.216589,7.774889,9.217623,7.775007,1.296964,0.402933,0.339335,97.240843,2583.929338,15399586
251,pperpot_6K-2.tif:0251-0599,0.096984,27449.320069,12657,41438,2.729258,7.773152,2.728869,7.773993,1.194638,0.396827,0.311178,107.509396,2662.140774,15865707
252,pperpot_6K-2.tif:0252-0600,0.119132,22958.225352,9362,36721,11.375637,7.76352,11.373529,7.76187,1.338047,0.402486,0.376868,81.76491,2735.068771,16300340
253,pperpot_6K-2.tif:0253-0598,0.085742,23488.972603,10937,34515,8.148119,7.76598,8.148656,7.765718,1.132093,0.352994,0.309268,61.365404,2013.986286,12002865
254,pperpot_6K-2.tif:0254-0600,0.109065,33292.249231,19476,47092,1.132272,7.771658,1.131923,7.772305,1.242007,0.378544,0.366842,50.08933,3631.01532,21639962
255,pperpot_6K-2.tif:0255-0600,0.109904,32294.006107,18213,46785,1.666181,7.769298,1.666135,7.769618,1.250897,0.391122,0.357775,117.264649,3549.235449,21152574
256,pperpot_6K-2.tif:0256-0600,0.104199,25052.041868,13832,36666,3.785445,7.766913,3.786473,7.766502,1.214259,0.386902,0.342904,121.540282,2610.395526,15557318
257,pperpot_6K-2.tif:0257-0599,0.076681,22234.916849,10418,32102,9.754508,7.739267,9.755313,7.739212,1.106186,0.320959,0.304192,113.406086,1704.995736,10161357
258,pperpot_6K-2.tif:0258-0599,0.089769,23051.693458,12288,32868,10.301185,7.770902,10.301684,7.771768,1.12895,0.352348,0.324387,82.689063,2069.32262,12332656
259,pperpot_6K-2.tif:0259-0598,0.050505,17383.395349,10456,24576,11.937474,7.745717,11.937116,7.744041,0.907821,0.333056,0.193077,75.054898,877.955877,5232402
260,pperpot_6K-2.tif:0260-0601,0.084735,24050.843564,10374,38024,4.352709,7.773423,4.353882,7.771942,1.144126,0.372873,0.289342,86.601844,2037.948848,12145676
